idhere,H_mag,family
2018 XE27,16.23,Background
2018 XY29,16.12,Background
2018 XY34,15.5,Background
2018 XN43,16.72,Potomac
2018 YG10,16.3,Hilda
2018 YW22,17.11,Background
2018 YA23,16.99,Hilda
2019 AJ25,15.6,Hilda
2019 AF41,16.63,Schubart
2019 AJ56,16.8,Background
2019 AZ58,16.5,Schubart
2019 AG70,16.26,Potomac
2019 AO73,16.73,Schubart
2019 AK83,16.24,Guinevere
2019 AM89,16.3,Background
2019 AB100,16.31,Background
2019 AC100,16.3,Background
2019 AH103,17.39,Background
2019 AC126,17.3,Background
2019 AR126,16.89,Schubart
2019 AJ134,16.74,Schubart
2019 AU139,17.48,Background
2019 BD8,16.12,Schubart
2019 CY7,15.96,Background
2019 GD54,16.45,Schubart
2019 GW62,16.05,Francette
2019 GM64,16.04,Potomac
2019 GH74,16.58,Schubart
2019 GA83,15.97,Hilda
2019 GD92,15.64,Potomac
2019 GK110,16.05,Schubart
2019 GM117,16.6,Schubart
2019 GA119,16.51,Background
2019 GG122,16.32,Schubart
2019 GC130,16.3,Schubart
2019 GF135,16.95,Schubart
2019 GE138,16.1,Schubart
2019 GX172,16.32,Hilda
2019 HE7,16.26,Background
2019 JD14,16.3,Schubart
2019 JF18,16.77,Background
2019 JW26,16.21,Schubart
2019 JR36,17.2,Schubart
2019 JF37,16.69,Background
2019 JK52,16.68,Schubart
2019 JN52,15.88,Hilda
2019 JY63,16.09,Schubart
2019 JP68,16.5,Hilda
2019 JU68,16.4,Schubart
2019 JP69,16.71,Background
2019 JM71,16.9,Hilda
2019 JA74,16.46,Schubart
2019 JR75,16.42,Schubart
2019 JH81,16.7,Guinevere
2019 JS94,16.5,Schubart
2019 JF99,16.86,Schubart
2019 JC100,17.0,Hilda
2019 JO103,17.05,Schubart
2019 JN106,16.09,Hilda
2019 JQ106,17.0,Schubart
2019 JT106,16.14,Schubart
2019 JE107,15.89,Background
2019 JA108,16.5,Potomac
2019 JH110,16.6,Hilda
2019 JR117,16.52,Schubart
2019 KB24,16.76,Background
2019 KM24,16.62,Hilda
2019 KG26,16.37,Background
2019 KJ26,16.69,Background
2019 KB27,16.34,Background
2019 KZ27,16.89,Schubart
2019 KC28,16.71,Francette
2019 KD28,16.5,Schubart
2019 KF28,16.46,Potomac
2019 KG28,16.4,Background
2019 KO46,16.21,Background
2019 KJ47,17.04,Hilda
2019 KN50,16.87,Background
2019 KC54,16.04,Background
2019 KQ58,17.13,Background
2019 LV10,16.82,Potomac
2019 LH17,16.29,Schubart
2019 LJ27,16.52,Background
2019 LN27,16.79,Background
2019 LQ41,17.56,Hilda
2019 MG28,16.6,Schubart
2019 NK28,15.93,Background
2019 NJ74,16.49,Background
2019 NU112,17.03,Schubart
2019 OP5,15.94,Schubart
2019 OT16,15.7,Background
2019 OS30,16.32,Background
2019 PZ7,16.95,Schubart
2019 PQ38,17.0,Schubart
2019 PQ41,16.8,Background
2019 PF52,17.29,Schubart
2019 PF57,16.66,Hilda
2019 PW58,16.97,Schubart
2019 PD72,16.43,Hilda
2019 PF76,16.31,Potomac
2019 QY31,16.4,Background
2019 QY34,17.1,Background
2019 QS38,17.3,Hilda
2019 QV40,16.63,Background
2019 QW43,16.7,Schubart
2019 QA44,16.55,Schubart
2019 QP49,16.9,Hilda
2019 QR49,17.34,Schubart
2019 QV49,16.0,Potomac
2019 QT53,17.02,Schubart
2019 QJ58,17.29,Schubart
2019 QN65,16.41,Background
2019 QH68,17.0,Background
2019 QU77,16.2,Background
2019 QW77,16.96,Schubart
2019 QW109,16.1,Background
2019 RG12,16.4,Schubart
2019 RP15,16.1,Schubart
2019 RC19,17.0,Schubart
2019 RE31,16.26,Hilda
2019 RU34,16.5,Background
2019 RG35,16.57,Schubart
2019 RA36,16.6,Schubart
2019 RW39,16.8,Schubart
2019 RL47,16.8,Potomac
2019 RJ51,17.19,Background
2019 RK51,16.86,Schubart
2019 RQ58,16.82,Schubart
2019 RT59,16.73,Schubart
2019 RH63,16.65,Background
2019 RB76,16.8,Hilda
2019 RP79,17.26,Schubart
2019 RW84,17.21,Potomac
2019 RR88,17.18,Hilda
2019 RW94,17.51,Background
2019 RL108,17.14,Potomac
2019 SE12,17.1,Background
2019 SL17,16.9,Hilda
2019 ST24,16.7,Background
2019 SC26,17.1,Background
2019 SW29,17.12,Francette
2019 SR33,17.08,Background
2019 ST34,17.22,Background
2019 ST42,16.88,Schubart
2019 SJ43,16.3,Schubart
2019 SQ55,17.3,Hilda
2019 SH56,17.3,Francette
2019 ST61,16.6,Schubart
2019 SJ69,16.32,Potomac
2019 SS72,16.48,Hilda
2019 SK79,16.8,Schubart
2019 SF82,16.39,Background
2019 SA87,16.97,Schubart
2019 SW99,17.0,Schubart
2019 SF101,16.7,Background
2019 SJ101,17.81,Francette
2019 SM105,17.41,Schubart
2019 SU106,17.93,Background
2019 SC109,17.14,Schubart
2019 SB115,17.98,Background
2019 SN122,17.175,Background
2019 SE125,16.8,Background
2019 SW125,16.6,Background
2019 ST129,16.53,Potomac
2019 SP144,17.82,Background
2019 SA159,17.09,Schubart
2019 SU161,16.8,Francette
2019 SV165,17.4,Schubart
2019 SX173,16.8,Schubart
2019 SN174,17.0,Background
2019 SP176,18.06,Background
2019 SF183,16.6,Background
2019 SK188,16.96,Background
2019 SL203,17.28,Schubart
2019 SY228,16.93,Hilda
2019 SU237,17.33,Background
2019 SF240,18.82,Background
2019 SD247,17.87,Schubart
2019 SS247,17.1,Background
2019 TA12,16.8,Guinevere
2019 TC19,16.5,Hilda
2019 TK21,15.79,Schubart
2019 TJ36,16.6,Schubart
2019 TT37,16.4,Background
2019 TM42,17.45,Schubart
2019 TT43,17.0,Background
2019 TV44,17.08,Background
2019 TC54,16.88,Potomac
2019 TJ58,16.7,Schubart
2019 TM67,17.4,Francette
2019 TN68,16.82,Potomac
2019 TK72,16.4,Background
2019 TG75,17.51,Francette
2019 TQ75,16.28,Hilda
2019 TW85,16.92,Francette
2019 UN16,16.8,Background
2019 UC19,16.5,Schubart
2019 UM20,16.9,Background
2019 UZ22,16.5,Schubart
2019 UF25,16.68,Background
2019 UO28,16.62,Background
2019 UK30,17.5,Background
2019 UB38,16.82,Background
2019 UU42,16.4,Schubart
2019 UV45,17.2,Background
2019 UE47,17.04,Background
2019 UG58,17.1,Schubart
2019 UN61,17.233,Background
2019 US68,17.138,Background
2019 UT68,17.482,Schubart
2019 UV75,17.1,Guinevere
2019 UP83,16.96,Hilda
2019 US85,17.17,Hilda
2019 UV85,16.6,Hilda
2019 UO86,17.23,Background
2019 UV99,17.53,Background
2019 UU100,16.8,Background
2019 UJ108,17.7,Background
2019 UB109,16.6,Background
2019 UT109,16.28,Background
2019 UO114,16.91,Background
2019 UR118,17.24,Background
2019 UD142,17.24,Schubart
2019 UN146,17.15,Schubart
2019 UB149,17.07,Background
2019 UM158,18.46,Hilda
2019 UT167,17.45,Background
2019 VZ5,14.98,Background
2019 VO10,17.0,Schubart
2019 VW13,17.3,Background
2019 VO18,17.2,Hilda
2019 VY23,16.9,Background
2019 VJ27,16.99,Schubart
2019 WM10,17.2,Background
2019 YY18,17.1,Background
2019 YZ24,16.17,Hilda
2019 YN33,15.87,Hilda
2019 YS33,15.97,Background
2019 YL34,16.24,Background
2020 AA24,16.15,Background
2020 BD18,16.1,Schubart
2020 BO23,16.26,Potomac
2020 BC26,15.9,Hilda
2020 BU46,16.18,Background
2020 BK47,16.86,Background
2020 BH50,16.4,Background
2020 BY60,16.0,Francette
2020 BX64,16.1,Potomac
2020 BT68,16.1,Hilda
2020 BR73,16.4,Background
2020 BU73,16.29,Potomac
2020 BV73,16.13,Schubart
2020 BH75,16.53,Schubart
2020 BO75,16.46,Schubart
2020 BD76,16.1,Background
2020 BR76,16.68,Hilda
2020 BB82,16.2,Schubart
2020 BK87,16.5,Hilda
2020 BM93,16.8,Background
2020 BB94,16.31,Hilda
2020 BC117,16.95,Hilda
2020 CT6,15.9,Background
2020 DX8,16.4,Background
2020 DL9,16.43,Schubart
2020 DF11,15.8,Hilda
2020 DM11,16.5,Background
2020 DP11,16.89,Potomac
2020 DD12,16.56,Hilda
2020 DK12,16.45,Schubart
2020 EH3,16.55,Potomac
2020 EU4,16.69,Background
2020 FT31,16.21,Francette
2020 FW39,16.35,Schubart
2020 GB21,15.98,Background
2020 HH192,16.69,Background
2020 JJ39,16.9,Background
2020 KX36,16.76,Schubart
2020 KR38,16.77,Background
2020 KW45,16.71,Potomac
2020 KH51,16.24,Schubart
2020 LS10,17.33,Background
2020 LP13,16.59,Hilda
2020 LL14,16.39,Background
2020 LQ14,16.7,Hilda
2020 LF15,16.71,Hilda
2020 LD16,16.3,Background
2020 LN18,16.64,Hilda
2020 ME20,16.6,Background
2020 MX23,16.92,Background
2020 MD26,16.54,Background
2020 ML26,16.7,Hilda
2020 MC34,16.8,Schubart
2020 MU35,16.6,Schubart
2020 MR40,16.97,Schubart
2020 MC42,17.0,Hilda
2020 MB49,17.45,Background
2020 NT3,16.18,Potomac
2020 OU30,16.36,Schubart
2020 OD53,16.74,Background
2020 OR57,16.6,Potomac
2020 OJ67,16.9,Background
2020 OD72,16.8,Hilda
2020 OQ72,17.15,Schubart
2020 OO78,16.4,Schubart
2020 OO80,16.9,Potomac
2020 OZ82,16.52,Schubart
2020 OG85,17.22,Background
2020 OH85,16.94,Background
2020 OH92,16.6,Background
2020 OX93,16.54,Schubart
2020 OU102,16.5,Schubart
2020 OW102,16.5,Background
2020 OV108,16.4,Background
2020 OX118,16.57,Schubart
2020 PS28,16.3,Background
2020 PG31,16.98,Francette
2020 PC41,16.49,Potomac
2020 PQ53,16.4,Background
2020 PB54,16.0,Francette
2020 PJ55,16.98,Background
2020 PU63,16.6,Schubart
2020 PP67,16.64,Schubart
2020 PT75,16.54,Background
2020 PW75,16.7,Background
2020 PO76,16.62,Background
2020 PO79,16.55,Background
2020 PS81,16.41,Schubart
2020 PB96,16.79,Background
2020 PT103,16.99,Background
2020 PA106,16.75,Hilda
2020 PS114,17.3,Hilda
2020 QP60,16.5,Hilda
2020 QQ62,16.5,Schubart
2020 QE66,16.79,Schubart
2020 QA83,16.74,Hilda
2020 QX106,17.48,Background
2020 RP47,16.1,Background
2020 RB54,16.63,Schubart
2020 RA58,16.46,Background
2020 RR70,16.1,Background
2020 RU92,16.1,Background
2020 RO93,16.8,Background
2020 RZ99,16.5,Background
2020 RX125,16.32,Hilda
2020 RQ146,16.36,Schubart
2020 RV148,16.73,Background
2020 RT154,17.23,Hilda
2020 SL33,17.06,Schubart
2020 SU56,17.6,Background
2020 SG58,17.2,Background
2020 SL62,16.5,Schubart
2020 SL69,16.5,Schubart
2020 SO72,16.67,Hilda
2020 SO80,16.23,Background
2020 SZ84,16.45,Background
2020 SC87,16.6,Francette
2020 SJ87,17.08,Schubart
2020 ST87,16.94,Potomac
2020 SG99,16.93,Hilda
2020 TF14,16.5,Schubart
2020 TM20,16.97,Schubart
2020 TU24,16.49,Background
2020 TO25,17.13,Hilda
2020 TQ33,16.88,Hilda
2020 TN53,17.52,Schubart
2020 TK55,16.8,Background
2020 TR55,16.83,Background
2020 TK67,16.97,Background
2020 TC69,16.69,Potomac
2020 TK78,16.6,Background
2020 TP79,17.13,Background
2020 TQ79,16.78,Schubart
2020 TR83,16.8,Schubart
2020 TJ90,16.55,Schubart
2020 TZ100,17.4,Schubart
2020 UX8,16.95,Background
2020 UO16,17.0,Schubart
2020 UC17,17.09,Potomac
2020 UV17,17.3,Background
2020 UL19,16.87,Schubart
2020 UH22,17.1,Background
2020 UD25,16.82,Schubart
2020 UT27,16.57,Background
2020 UV27,17.25,Background
2020 US29,16.87,Background
2020 US35,17.61,Schubart
2020 US36,15.85,Hilda
2020 US37,16.9,Schubart
2020 UD39,17.12,Background
2020 UQ39,16.85,Schubart
2020 UY39,16.26,Background
2020 UJ45,17.4,Francette
2020 UT47,17.0,Schubart
2020 UN55,16.9,Guinevere
2020 UA56,16.7,Hilda
2020 UV69,18.18,Background
2020 UP75,17.97,Background
2020 VS13,16.6,Schubart
2020 VE16,16.86,Schubart
2020 VO22,17.4,Background
2020 VP23,17.32,Background
2020 VP26,17.22,Background
2020 VO32,17.59,Schubart
2020 VY32,17.62,Francette
2020 WT9,16.72,Background
2020 WM11,16.94,Potomac
2020 WW14,16.62,Background
2020 WY18,16.2,Schubart
2020 WK19,16.8,Hilda
2020 WU19,16.9,Schubart
2020 WN22,17.32,Background
2021 DQ4,16.16,Background
2021 DS8,16.6,Background
2021 DF9,16.06,Hilda
2021 DE17,15.71,Potomac
2021 DK17,16.55,Background
2021 DZ22,16.89,Background
2021 EX7,17.01,Guinevere
2021 EU10,16.18,Schubart
2021 EU11,16.2,Schubart
2021 EJ12,16.33,Schubart
2021 EA16,16.45,Background
2021 EN22,16.5,Hilda
2021 EV26,16.72,Schubart
2021 EP38,16.72,Schubart
2021 EX45,16.5,Schubart
2021 FX10,16.58,Background
2021 FA27,16.2,Potomac
2021 FB46,16.8,Background
2021 FX47,17.0,Schubart
2021 GR14,16.31,Schubart
2021 GF19,16.43,Background
2021 GK19,16.7,Schubart
2021 GN33,16.16,Background
2021 GK37,16.57,Hilda
2021 GR41,16.7,Background
2021 GV51,16.38,Schubart
2021 GR59,16.4,Background
2021 GR67,16.35,Background
2021 GG69,16.3,Hilda
2021 GM76,16.5,Schubart
2021 GP91,16.6,Schubart
2021 GA94,16.62,Schubart
2021 GE100,17.23,Background
2021 GL107,17.44,Schubart
2021 GZ118,16.83,Schubart
2021 GL127,16.64,Schubart
2021 GH134,16.3,Background
2021 GW135,17.4,Background
2021 GJ137,16.4,Background
2021 GY141,16.76,Hilda
2021 GZ141,16.7,Background
2021 GO144,17.0,Schubart
2021 GX146,16.7,Schubart
2021 GS152,16.99,Hilda
2021 GV153,16.71,Schubart
2021 GF158,17.1,Background
2021 GZ165,16.6,Francette
2021 GK166,16.42,Background
2021 GR167,16.46,Potomac
2021 GV201,17.21,Background
2021 HF14,16.3,Schubart
2021 HW16,17.05,Schubart
2021 HS20,16.2,Hilda
2021 HW22,16.7,Hilda
2021 HE23,16.8,Schubart
2021 JO39,16.56,Schubart
2021 JB47,16.4,Hilda
2021 LF13,16.05,Background
2021 MT9,17.55,Background
2021 MK12,16.58,Background
2021 MR15,16.41,Hilda
2021 MW17,16.38,Hilda
2021 MG18,16.74,Potomac
2021 NY12,16.9,Schubart
2021 NZ26,17.24,Schubart
2021 NS33,16.79,Background
2021 NK37,16.9,Hilda
2021 NS44,16.87,Schubart
2021 NJ49,16.32,Hilda
2021 NH66,16.48,Potomac
2021 NR66,16.93,Background
2021 NO68,16.78,Background
2021 NV69,16.93,Background
2021 NO72,17.41,Hilda
2021 OG5,17.17,Hilda
2021 OD8,16.97,Background
2021 OS14,17.07,Guinevere
2021 OC15,16.99,Hilda
2021 OM15,16.8,Hilda
2021 OT16,17.2,Francette
2021 OQ18,17.32,Hilda
2021 OF24,17.17,Hilda
2021 ON25,16.41,Background
2021 OG31,17.0,Background
2021 OL31,17.43,Francette
2021 PF17,16.95,Background
2021 PH33,17.73,Potomac
2021 PF35,16.7,Schubart
2021 PX39,16.46,Schubart
2021 PE44,16.39,Potomac
2021 PK44,16.75,Background
2021 PE45,17.83,Francette
2021 PG45,17.94,Francette
2021 PV49,16.51,Schubart
2021 PW49,17.6,Background
2021 PM50,17.0,Background
2021 PS51,16.16,Hilda
2021 PQ59,17.05,Francette
2021 PL66,16.68,Background
2021 PA69,17.08,Francette
2021 PM69,17.4,Potomac
2021 PJ78,17.56,Background
2021 PR84,16.56,Background
2021 PX89,17.1,Background
2021 PZ92,16.83,Schubart
2021 PK95,17.29,Schubart
2021 PC97,17.2,Schubart
2021 PY98,17.17,Schubart
2021 PY102,16.45,Hilda
2021 PH104,16.8,Hilda
2021 PL109,17.1,Potomac
2021 PA124,17.6,Background
2021 PW139,17.2,Schubart
2021 PX147,17.1,Background
2021 PZ149,16.9,Schubart
2021 PV160,17.08,Hilda
2021 PT162,17.23,Schubart
2021 PW168,18.21,Francette
2021 PT174,16.5,Background
2021 PV175,16.86,Background
2021 PO178,16.63,Background
2021 PT181,17.08,Background
2021 PX202,17.19,Background
2021 PH208,16.51,Background
2021 PY211,17.07,Background
2021 PS213,17.1,Background
2021 QE4,17.45,Schubart
2021 QS8,16.34,Background
2021 QF9,17.91,Background
2021 QB15,17.6,Schubart
2021 QB21,16.92,Schubart
2021 QJ22,17.3,Background
2021 QF27,17.04,Schubart
2021 QN33,16.33,Background
2021 QF34,17.98,Background
2021 QL37,17.6,Guinevere
2021 QP43,16.13,Schubart
2021 QF44,16.49,Background
2021 QW48,16.55,Background
2021 QO49,16.8,Background
2021 QR50,16.65,Background
2021 QB60,17.7,Background
2021 QQ70,16.5,Schubart
2021 QW76,17.7,Schubart
2021 QD79,16.7,Background
2021 QQ81,16.8,Background
2021 QD86,17.68,Background
2021 QK87,17.0,Schubart
2021 QR90,17.04,Francette
2021 QA95,16.35,Schubart
2021 QG102,17.47,Background
2021 QH107,17.59,Schubart
2021 QU109,17.4,Background
2021 QJ111,17.46,Background
2021 QM113,16.49,Background
2021 RC24,16.7,Background
2021 RF25,17.32,Schubart
2021 RG25,17.0,Schubart
2021 RZ33,15.93,Potomac
2021 RH34,16.39,Schubart
2021 RE49,17.43,Schubart
2021 RB54,16.2,Hilda
2021 RC54,16.86,Hilda
2021 RK59,17.9,Schubart
2021 RV73,16.46,Hilda
2021 RG87,16.07,Potomac
2021 RJ88,16.52,Schubart
2021 RY89,16.68,Hilda
2021 RD128,16.87,Francette
2021 RD168,16.3,Potomac
2021 RZ171,16.8,Background
2021 RD173,17.4,Background
2021 RU178,16.7,Background
2021 RW192,17.49,Background
2021 RW216,17.57,Background
2021 RA225,17.48,Francette
2021 RU229,17.95,Background
2021 RB234,19.56,Background
2021 RT242,16.76,Hilda
2021 SE7,17.4,Background
2021 SP16,16.86,Hilda
2021 SF32,17.25,Background
2021 SH36,15.82,Hilda
2021 SD50,16.8,Schubart
2021 SB86,16.61,Background
2021 SG86,17.35,Schubart
2021 TB6,16.26,Potomac
2021 TP11,16.6,Schubart
2021 TK48,16.27,Hilda
2021 TB95,16.67,Schubart
2021 TZ195,17.55,Schubart
2021 UT19,16.2,Background
2021 US51,16.66,Hilda
2021 UQ56,17.14,Schubart
2021 UU77,16.43,Schubart
2021 UN107,16.97,Schubart
2021 UD114,16.9,Background
2021 VH20,16.16,Potomac
2021 VT78,16.25,Background
2021 VA80,16.65,Schubart
2021 XV6,16.75,Schubart
2021 XK10,16.91,Hilda
2022 AM12,16.35,Hilda
2022 AH13,16.8,Hilda
2022 AV16,17.2,Hilda
2022 AN24,17.31,Background
2022 AC45,16.83,Hilda
2022 BN14,17.1,Schubart
2022 BX41,17.21,Hilda
2022 BC51,17.52,Potomac
2022 DX17,15.96,Potomac
2022 DN21,17.01,Background
2022 DJ22,15.88,Background
2022 ES8,16.23,Schubart
2022 EE10,16.15,Schubart
2022 FX6,16.01,Schubart
2022 FQ7,16.38,Schubart
2022 FD12,16.38,Background
2022 FV13,16.23,Schubart
2022 GM6,16.54,Schubart
2022 GM18,16.24,Background
2022 HJ9,16.93,Schubart
2022 HW15,16.92,Background
2022 KN14,17.23,Background
2022 KL28,16.46,Schubart
2022 KD33,16.7,Background
2022 OR21,16.55,Background
2022 OT40,16.94,Background
2022 OX43,17.06,Francette
2022 OQ64,15.99,Potomac
2022 OW71,16.91,Background
2022 PY31,17.19,Schubart
2022 PL37,16.38,Background
2022 QO10,16.96,Schubart
2022 QT37,16.85,Schubart
2022 QQ49,16.96,Background
2022 QK74,17.33,Hilda
2022 QQ84,17.37,Potomac
2022 QL89,17.47,Background
2022 QB91,17.13,Background
2022 QC93,17.33,Schubart
2022 QB102,18.01,Hilda
2022 QC102,16.57,Background
2022 QG102,17.51,Francette
2022 QN103,16.95,Background
2022 QX106,17.17,Background
2022 QO108,17.08,Background
2022 QC112,17.21,Schubart
2022 QR112,16.53,Hilda
2022 QB121,16.51,Potomac
2022 QL122,17.26,Background
2022 QS129,17.68,Background
2022 QX143,16.4,Hilda
2022 QV148,17.12,Francette
2022 QV154,17.3,Potomac
2022 QF173,17.37,Schubart
2022 QF174,16.37,Hilda
2022 QH180,17.55,Background
2022 QJ182,17.49,Francette
2022 QB191,17.08,Hilda
2022 QY195,17.01,Background
2022 QH201,17.57,Background
2022 QQ223,17.2,Background
2022 QK247,17.61,Schubart
2022 QT251,17.72,Hilda
2022 QV252,17.81,Hilda
2022 QA265,16.76,Potomac
2022 QX265,17.13,Hilda
2022 QM274,17.74,Background
2022 QO284,16.88,Background
2022 QP286,17.09,Hilda
2022 RP12,17.26,Schubart
2022 RQ12,17.52,Schubart
2022 RF20,17.02,Schubart
2022 RZ31,17.6,Background
2022 RX32,16.84,Background
2022 RS57,18.06,Guinevere
2022 RS63,17.28,Potomac
2022 RQ65,16.8,Background
2022 RR74,16.5,Background
2022 RD75,17.35,Schubart
2022 RP83,17.89,Francette
2022 RF84,16.64,Background
2022 RE86,17.41,Background
2022 RB87,17.59,Francette
2022 RB89,17.22,Background
2022 RG90,16.89,Potomac
2022 SQ18,16.48,Background
2022 SU23,17.5,Background
2022 SL50,16.96,Hilda
2022 SX63,16.73,Background
2022 SB69,17.23,Background
2022 SF72,17.51,Background
2022 SJ76,16.28,Hilda
2022 SY80,16.97,Background
2022 ST87,16.64,Background
2022 SK95,16.87,Potomac
2022 SZ95,16.24,Hilda
2022 SR101,17.66,Hilda
2022 SW105,17.03,Schubart
2022 SR113,17.59,Background
2022 SW115,16.88,Hilda
2022 SJ116,16.94,Hilda
2022 SX117,17.19,Schubart
2022 ST122,17.36,Background
2022 SU123,16.65,Schubart
2022 SH124,16.96,Schubart
2022 SG125,17.37,Background
2022 SJ126,17.42,Background
2022 SJ128,17.56,Schubart
2022 SZ138,17.25,Schubart
2022 SL162,17.21,Schubart
2022 SJ164,17.31,Schubart
2022 SL169,17.12,Background
2022 SR175,17.96,Background
2022 SL178,17.28,Hilda
2022 SP184,17.55,Francette
2022 SO191,17.18,Hilda
2022 SM192,17.6,Background
2022 SU219,16.69,Background
2022 SY240,17.67,Background
2022 SM254,17.62,Background
2022 SL264,17.14,Background
2022 SP274,16.87,Potomac
2022 SX277,16.98,Background
2022 SE292,17.76,Background
2022 SO297,16.91,Schubart
2022 SU306,17.91,Background
2022 SK317,17.88,Francette
2022 TF8,17.74,Potomac
2022 TQ9,17.05,Hilda
2022 TW16,18.25,Schubart
2022 TY18,17.06,Hilda
2022 TX20,16.58,Background
2022 TG27,17.46,Schubart
2022 TZ41,17.16,Schubart
2022 TM52,18.13,Background
2022 UQ18,17.24,Schubart
2022 UR19,17.49,Background
2022 UR22,17.68,Schubart
2022 UM26,17.87,Background
2022 UC30,17.27,Background
2022 UD50,18.96,Guinevere
2022 UE62,17.44,Schubart
2022 UW71,18.68,Background
2022 UK79,16.36,Background
2022 UV121,17.27,Schubart
2022 VS3,17.46,Francette
2022 XP9,16.32,Hilda
2022 YK11,16.89,Background
2023 AM3,17.42,Hilda
2023 AT5,16.96,Background
2023 BO9,17.88,Hilda
2023 EH8,16.36,Background
2023 FL14,16.3,Background
2023 FY41,17.94,Hilda
2023 FP54,16.22,Hilda
2023 HK13,16.45,Schubart
2023 JX19,16.5,Schubart
2023 KJ11,16.64,Background
2023 QR16,16.62,Background
2023 QX23,16.52,Schubart
2023 QZ37,16.79,Background
2023 QT40,16.35,Background
2023 QG44,16.7,Background
2023 QV44,16.4,Hilda
2023 QC46,16.96,Background
2023 QO52,16.45,Background
2023 QQ81,16.98,Schubart
2023 QC82,16.93,Potomac
2023 QL84,16.78,Hilda
2023 QE93,17.19,Hilda
2023 RX14,16.73,Background
2023 RF32,16.58,Schubart
2023 RC45,16.43,Background
2023 RA60,16.91,Background
2023 RZ61,17.0,Background
2023 RD73,16.81,Potomac
2023 RU82,16.83,Hilda
2023 RK89,17.71,Francette
2023 RT95,17.35,Schubart
2023 RB98,17.08,Background
2023 RE119,16.95,Guinevere
2023 SS20,17.38,Guinevere
2023 SQ34,16.7,Hilda
2023 ST40,17.07,Background
2023 SD43,17.27,Hilda
2023 SP44,17.17,Hilda
2023 SJ52,16.59,Background
2023 SC54,16.87,Background
2023 SN56,17.43,Background
2023 SS59,17.22,Background
2023 SS65,16.87,Background
2023 SO67,16.81,Potomac
2023 SZ72,16.7,Background
2023 SM76,17.14,Hilda
2023 SA83,16.99,Background
2023 SJ86,17.25,Potomac
2023 TL9,17.04,Schubart
2023 TT14,16.89,Schubart
2023 TD41,17.52,Schubart
2023 TQ42,17.02,Background
2023 TL47,17.43,Francette
2023 TG49,16.7,Background
2023 TH55,17.18,Background
2023 TJ56,16.77,Hilda
2023 TW56,17.41,Background
2023 TM57,17.36,Schubart
2023 TQ58,17.81,Francette
2023 TP59,17.8,Background
2023 TO60,18.21,Hilda
2023 TO61,16.52,Background
2023 TE63,16.56,Background
2023 TC74,17.41,Background
2023 TM88,17.0,Schubart
2023 TL90,17.04,Francette
2023 TK92,17.77,Francette
2023 TQ92,17.81,Schubart
2023 TU92,17.64,Schubart
2023 TX92,17.62,Background
2023 TM98,17.21,Schubart
2023 TJ101,17.43,Francette
2023 TN103,18.09,Background
2023 TX110,16.74,Potomac
2023 TA128,16.77,Hilda
2023 TB134,17.49,Francette
2023 TB138,17.6,Schubart
2023 TW145,17.23,Schubart
2023 TO154,17.56,Potomac
2023 TZ157,17.37,Schubart
2023 TJ169,17.25,Potomac
2023 TM173,17.73,Schubart
2023 TR176,17.73,Francette
2023 TV176,17.23,Hilda
2023 TO177,17.22,Hilda
2023 TO184,17.47,Schubart
2023 TR184,18.19,Background
2023 TV196,17.6,Background
2023 UO17,17.47,Background
2023 UG21,17.53,Schubart
2023 US25,18.15,Francette
2023 UM31,17.5,Francette
2023 UJ32,17.94,Francette
2023 UQ38,17.54,Background
2023 UE43,17.98,Guinevere
2023 UK63,16.87,Schubart
2023 UF66,17.56,Schubart
2023 UE73,16.81,Hilda
2023 VP11,16.98,Schubart
2023 VO39,17.18,Schubart
2023 WB15,17.84,Guinevere
2023 WC20,17.62,Background
2023 WR31,18.1,Hilda
2023 WC36,17.24,Background
2023 WB47,16.35,Schubart
2023 XS39,17.21,Schubart
2024 BO12,16.34,Background
2024 BH15,16.9,Hilda
2024 BE24,16.33,Schubart
2024 BE25,16.63,Schubart
2024 CF12,17.64,Hilda
2024 EQ6,16.69,Potomac
2024 EB9,16.44,Schubart
2024 FR18,16.45,Hilda
2024 FA20,16.5,Hilda
2024 JK35,16.3,Potomac
2024 KJ2,16.37,Hilda
